VHSBNR;VNR;VNAME;NHSBNR;NNR;NNAME;ZEIT
2809;28;"Dresden Hauptbahnhof";2805;28;"Dresden Hauptbahnhof";180
2809;28;"Dresden Hauptbahnhof";2806;28;"Dresden Hauptbahnhof";420
2809;28;"Dresden Hauptbahnhof";2807;28;"Dresden Hauptbahnhof";180
2809;28;"Dresden Hauptbahnhof";2805;28;"Dresden Hauptbahnhof";180
2809;28;"Dresden Hauptbahnhof";2806;28;"Dresden Hauptbahnhof";240
2901;29;"Dresden Walpurgisstraße";2902;29;"Dresden Walpurgisstraße";120
2901;29;"Dresden Walpurgisstraße";2901;29;"Dresden Walpurgisstraße";120
2902;29;"Dresden Walpurgisstraße";2901;29;"Dresden Walpurgisstraße";120
2902;29;"Dresden Walpurgisstraße";2902;29;"Dresden Walpurgisstraße";120
3001;30;"Dresden Gret-Palucca-Straße";3001;30;"Dresden Gret-Palucca-Straße";120
3001;30;"Dresden Gret-Palucca-Straße";3003;30;"Dresden Gret-Palucca-Straße";180
3001;30;"Dresden Gret-Palucca-Straße";3002;30;"Dresden Gret-Palucca-Straße";180
3002;30;"Dresden Gret-Palucca-Straße";3001;30;"Dresden Gret-Palucca-Straße";180
3002;30;"Dresden Gret-Palucca-Straße";3003;30;"Dresden Gret-Palucca-Straße";300
3002;30;"Dresden Gret-Palucca-Straße";3002;30;"Dresden Gret-Palucca-Straße";120
3003;30;"Dresden Gret-Palucca-Straße";3003;30;"Dresden Gret-Palucca-Straße";120
3003;30;"Dresden Gret-Palucca-Straße";3002;30;"Dresden Gret-Palucca-Straße";300
3003;30;"Dresden Gret-Palucca-Straße";3001;30;"Dresden Gret-Palucca-Straße";180
3201;32;"Dresden Hauptbahnhof Nord";3202;32;"Dresden Hauptbahnhof Nord";120
3201;32;"Dresden Hauptbahnhof Nord";3201;32;"Dresden Hauptbahnhof Nord";120
3202;32;"Dresden Hauptbahnhof Nord";3202;32;"Dresden Hauptbahnhof Nord";120
3202;32;"Dresden Hauptbahnhof Nord";3201;32;"Dresden Hauptbahnhof Nord";120
3501;35;"Dresden Am Zwingerteich";3502;35;"Dresden Am Zwingerteich";120
3501;35;"Dresden Am Zwingerteich";3501;35;"Dresden Am Zwingerteich";120
3502;35;"Dresden Am Zwingerteich";3502;35;"Dresden Am Zwingerteich";120
3502;35;"Dresden Am Zwingerteich";3501;35;"Dresden Am Zwingerteich";120
3701;37;"Dresden Postplatz";3704;37;"Dresden Postplatz";300
3701;37;"Dresden Postplatz";3702;37;"Dresden Postplatz";120
3701;37;"Dresden Postplatz";3703;37;"Dresden Postplatz";240
3701;37;"Dresden Postplatz";3701;37;"Dresden Postplatz";120
3702;37;"Dresden Postplatz";3702;37;"Dresden Postplatz";120
3702;37;"Dresden Postplatz";3703;37;"Dresden Postplatz";240
3702;37;"Dresden Postplatz";3701;37;"Dresden Postplatz";120
3702;37;"Dresden Postplatz";3704;37;"Dresden Postplatz";180
3703;37;"Dresden Postplatz";3703;37;"Dresden Postplatz";120
3703;37;"Dresden Postplatz";3701;37;"Dresden Postplatz";240
3703;37;"Dresden Postplatz";3704;37;"Dresden Postplatz";300
3703;37;"Dresden Postplatz";3702;37;"Dresden Postplatz";240
3704;37;"Dresden Postplatz";3703;37;"Dresden Postplatz";300
3704;37;"Dresden Postplatz";3701;37;"Dresden Postplatz";300
3704;37;"Dresden Postplatz";3704;37;"Dresden Postplatz";120
3704;37;"Dresden Postplatz";3702;37;"Dresden Postplatz";180
4201;42;"Dresden Trinitatisplatz";4201;42;"Dresden Trinitatisplatz";120
4301;43;"DD Blasewitzer/Fetscherstraße";4301;43;"DD Blasewitzer/Fetscherstraße";120
4401;44;"Dresden Gabelsbergerstraße";4401;44;"Dresden Gabelsbergerstraße";120
4801;48;"Dresden Augsburger Straße";4802;48;"Dresden Augsburger Straße";120
4801;48;"Dresden Augsburger Straße";4801;48;"Dresden Augsburger Straße";120
4802;48;"Dresden Augsburger Straße";4802;48;"Dresden Augsburger Straße";120
4802;48;"Dresden Augsburger Straße";4801;48;"Dresden Augsburger Straße";120
4901;49;"Dresden Königsheimplatz";4901;49;"Dresden Königsheimplatz";120
5001;50;"Dresden Lene-Glatzer-Straße";5001;50;"Dresden Lene-Glatzer-Straße";120
5101;51;"Dresden Prellerstraße";5101;51;"Dresden Prellerstraße";120
5201;52;"Dresden Schillerplatz";5204;52;"Dresden Schillerplatz";240
5201;52;"Dresden Schillerplatz";5201;52;"Dresden Schillerplatz";120
5201;52;"Dresden Schillerplatz";5205;52;"Dresden Schillerplatz";300
5201;52;"Dresden Schillerplatz";5203;52;"Dresden Schillerplatz";240
5203;52;"Dresden Schillerplatz";5201;52;"Dresden Schillerplatz";240
5203;52;"Dresden Schillerplatz";5205;52;"Dresden Schillerplatz";300
5203;52;"Dresden Schillerplatz";5203;52;"Dresden Schillerplatz";120
5203;52;"Dresden Schillerplatz";5204;52;"Dresden Schillerplatz";300
5204;52;"Dresden Schillerplatz";5205;52;"Dresden Schillerplatz";420
5204;52;"Dresden Schillerplatz";5203;52;"Dresden Schillerplatz";300
5204;52;"Dresden Schillerplatz";5204;52;"Dresden Schillerplatz";120
5204;52;"Dresden Schillerplatz";5201;52;"Dresden Schillerplatz";240
5205;52;"Dresden Schillerplatz";5205;52;"Dresden Schillerplatz";120
5205;52;"Dresden Schillerplatz";5203;52;"Dresden Schillerplatz";300
5205;52;"Dresden Schillerplatz";5204;52;"Dresden Schillerplatz";420
5205;52;"Dresden Schillerplatz";5201;52;"Dresden Schillerplatz";300
5401;54;"Dresden Heinrich-Schütz-Straße";5401;54;"Dresden Heinrich-Schütz-Straße";120
5501;55;"Dresden Gustav-Freytag-Straße";5501;55;"Dresden Gustav-Freytag-Straße";120
5601;56;"Dresden Jüngststraße";5602;56;"Dresden Jüngststraße";120
5601;56;"Dresden Jüngststraße";5601;56;"Dresden Jüngststraße";120
5602;56;"Dresden Jüngststraße";5602;56;"Dresden Jüngststraße";120
5602;56;"Dresden Jüngststraße";5601;56;"Dresden Jüngststraße";120
6101;61;"Dresden Krhs. St. Joseph-Stift";6101;61;"Dresden Krhs. St. Joseph-Stift";120
6201;62;"Dresden Fetscherplatz";6205;62;"Dresden Fetscherplatz";240
6201;62;"Dresden Fetscherplatz";6202;62;"Dresden Fetscherplatz";120
6201;62;"Dresden Fetscherplatz";6203;62;"Dresden Fetscherplatz";180
6201;62;"Dresden Fetscherplatz";6204;62;"Dresden Fetscherplatz";240
6201;62;"Dresden Fetscherplatz";6201;62;"Dresden Fetscherplatz";90
6202;62;"Dresden Fetscherplatz";6202;62;"Dresden Fetscherplatz";120
6202;62;"Dresden Fetscherplatz";6203;62;"Dresden Fetscherplatz";120
6202;62;"Dresden Fetscherplatz";6204;62;"Dresden Fetscherplatz";240
6202;62;"Dresden Fetscherplatz";6201;62;"Dresden Fetscherplatz";120
6202;62;"Dresden Fetscherplatz";6205;62;"Dresden Fetscherplatz";300
6203;62;"Dresden Fetscherplatz";6203;62;"Dresden Fetscherplatz";120
6203;62;"Dresden Fetscherplatz";6204;62;"Dresden Fetscherplatz";300
6203;62;"Dresden Fetscherplatz";6201;62;"Dresden Fetscherplatz";180
6203;62;"Dresden Fetscherplatz";6205;62;"Dresden Fetscherplatz";360
6203;62;"Dresden Fetscherplatz";6202;62;"Dresden Fetscherplatz";120
6204;62;"Dresden Fetscherplatz";6203;62;"Dresden Fetscherplatz";300
6204;62;"Dresden Fetscherplatz";6204;62;"Dresden Fetscherplatz";120
6204;62;"Dresden Fetscherplatz";6201;62;"Dresden Fetscherplatz";240
6204;62;"Dresden Fetscherplatz";6205;62;"Dresden Fetscherplatz";240
6204;62;"Dresden Fetscherplatz";6202;62;"Dresden Fetscherplatz";240
6205;62;"Dresden Fetscherplatz";6204;62;"Dresden Fetscherplatz";240
6205;62;"Dresden Fetscherplatz";6201;62;"Dresden Fetscherplatz";240
6205;62;"Dresden Fetscherplatz";6205;62;"Dresden Fetscherplatz";120
6205;62;"Dresden Fetscherplatz";6202;62;"Dresden Fetscherplatz";300
6205;62;"Dresden Fetscherplatz";6203;62;"Dresden Fetscherplatz";360
6301;63;"Dresden Mosenstraße";6302;63;"Dresden Mosenstraße";240
6301;63;"Dresden Mosenstraße";6303;63;"Dresden Mosenstraße";240
6301;63;"Dresden Mosenstraße";6304;63;"Dresden Mosenstraße";240
6301;63;"Dresden Mosenstraße";6305;63;"Dresden Mosenstraße";360
6301;63;"Dresden Mosenstraße";6306;63;"Dresden Mosenstraße";300
6301;63;"Dresden Mosenstraße";6301;63;"Dresden Mosenstraße";120
6302;63;"Dresden Mosenstraße";6302;63;"Dresden Mosenstraße";120
6302;63;"Dresden Mosenstraße";6303;63;"Dresden Mosenstraße";480
6302;63;"Dresden Mosenstraße";6304;63;"Dresden Mosenstraße";480
6302;63;"Dresden Mosenstraße";6305;63;"Dresden Mosenstraße";420
6302;63;"Dresden Mosenstraße";6306;63;"Dresden Mosenstraße";420
6302;63;"Dresden Mosenstraße";6301;63;"Dresden Mosenstraße";240
6303;63;"Dresden Mosenstraße";6303;63;"Dresden Mosenstraße";120
6303;63;"Dresden Mosenstraße";6304;63;"Dresden Mosenstraße";180
6303;63;"Dresden Mosenstraße";6305;63;"Dresden Mosenstraße";540
6303;63;"Dresden Mosenstraße";6306;63;"Dresden Mosenstraße";480
6303;63;"Dresden Mosenstraße";6301;63;"Dresden Mosenstraße";240
6303;63;"Dresden Mosenstraße";6302;63;"Dresden Mosenstraße";480
6304;63;"Dresden Mosenstraße";6304;63;"Dresden Mosenstraße";120
6304;63;"Dresden Mosenstraße";6305;63;"Dresden Mosenstraße";420
6304;63;"Dresden Mosenstraße";6306;63;"Dresden Mosenstraße";420
6304;63;"Dresden Mosenstraße";6301;63;"Dresden Mosenstraße";240
6304;63;"Dresden Mosenstraße";6302;63;"Dresden Mosenstraße";480
6304;63;"Dresden Mosenstraße";6303;63;"Dresden Mosenstraße";180
6305;63;"Dresden Mosenstraße";6305;63;"Dresden Mosenstraße";120
6305;63;"Dresden Mosenstraße";6306;63;"Dresden Mosenstraße";300
6305;63;"Dresden Mosenstraße";6301;63;"Dresden Mosenstraße";360
6305;63;"Dresden Mosenstraße";6302;63;"Dresden Mosenstraße";420
6305;63;"Dresden Mosenstraße";6303;63;"Dresden Mosenstraße";540
6305;63;"Dresden Mosenstraße";6304;63;"Dresden Mosenstraße";420
6306;63;"Dresden Mosenstraße";6306;63;"Dresden Mosenstraße";120
6306;63;"Dresden Mosenstraße";6301;63;"Dresden Mosenstraße";300
6306;63;"Dresden Mosenstraße";6302;63;"Dresden Mosenstraße";420
6306;63;"Dresden Mosenstraße";6303;63;"Dresden Mosenstraße";480
6306;63;"Dresden Mosenstraße";6304;63;"Dresden Mosenstraße";420
6306;63;"Dresden Mosenstraße";6305;63;"Dresden Mosenstraße";300
6401;64;"Dresden Bergmannstraße";6401;64;"Dresden Bergmannstraße";120
6401;64;"Dresden Bergmannstraße";6403;64;"Dresden Bergmannstraße";180
6401;64;"Dresden Bergmannstraße";6402;64;"Dresden Bergmannstraße";300
6402;64;"Dresden Bergmannstraße";6401;64;"Dresden Bergmannstraße";300
6402;64;"Dresden Bergmannstraße";6403;64;"Dresden Bergmannstraße";360
6402;64;"Dresden Bergmannstraße";6402;64;"Dresden Bergmannstraße";120
6403;64;"Dresden Bergmannstraße";6401;64;"Dresden Bergmannstraße";180
6403;64;"Dresden Bergmannstraße";6403;64;"Dresden Bergmannstraße";120
6403;64;"Dresden Bergmannstraße";6402;64;"Dresden Bergmannstraße";360
6501;65;"Dresden Pohlandplatz";6502;65;"Dresden Pohlandplatz";120
6501;65;"Dresden Pohlandplatz";6501;65;"Dresden Pohlandplatz";120
6501;65;"Dresden Pohlandplatz";6503;65;"Dresden Pohlandplatz";120
6502;65;"Dresden Pohlandplatz";6502;65;"Dresden Pohlandplatz";120
6502;65;"Dresden Pohlandplatz";6501;65;"Dresden Pohlandplatz";120
6502;65;"Dresden Pohlandplatz";6503;65;"Dresden Pohlandplatz";120
6503;65;"Dresden Pohlandplatz";6502;65;"Dresden Pohlandplatz";120
6503;65;"Dresden Pohlandplatz";6501;65;"Dresden Pohlandplatz";120
6503;65;"Dresden Pohlandplatz";6503;65;"Dresden Pohlandplatz";120
6504;65;"Dresden Pohlandplatz";6504;65;"Dresden Pohlandplatz";120
6601;66;"Dresden Gottleubaer Straße";6601;66;"Dresden Gottleubaer Straße";120
6701;67;"Dresden Altenberger Straße";6702;67;"Dresden Altenberger Straße";120
6701;67;"Dresden Altenberger Straße";6701;67;"Dresden Altenberger Straße";120
6702;67;"Dresden Altenberger Straße";6702;67;"Dresden Altenberger Straße";120
6702;67;"Dresden Altenberger Straße";6701;67;"Dresden Altenberger Straße";120
6801;68;"Dresden Ludwig-Hartmann-Straße";6801;68;"Dresden Ludwig-Hartmann-Straße";120
6801;68;"Dresden Ludwig-Hartmann-Straße";6802;68;"Dresden Ludwig-Hartmann-Straße";120
6802;68;"Dresden Ludwig-Hartmann-Straße";6802;68;"Dresden Ludwig-Hartmann-Straße";120
6802;68;"Dresden Ludwig-Hartmann-Straße";6801;68;"Dresden Ludwig-Hartmann-Straße";120
6901;69;"Dresden Johannisfriedhof";6901;69;"Dresden Johannisfriedhof";120
7001;70;"Dresden Tolkewitz Urnenhain";7001;70;"Dresden Tolkewitz Urnenhain";120
7101;71;"Dresden Wasserwerk Tolkewitz";7101;71;"Dresden Wasserwerk Tolkewitz";120
7201;72;"Dresden Alttolkewitz";7201;72;"Dresden Alttolkewitz";120
7301;73;"Dresden Hermann-Seidel-Straße";7301;73;"Dresden Hermann-Seidel-Straße";120
7302;73;"Dresden Hermann-Seidel-Straße";7302;73;"Dresden Hermann-Seidel-Straße";120
7401;74;"Dresden Leubener Straße";7402;74;"Dresden Leubener Straße";120
7401;74;"Dresden Leubener Straße";7401;74;"Dresden Leubener Straße";120
7402;74;"Dresden Leubener Straße";7401;74;"Dresden Leubener Straße";120
7402;74;"Dresden Leubener Straße";7402;74;"Dresden Leubener Straße";120
7501;75;"Dresden Kronstädter Platz";7501;75;"Dresden Kronstädter Platz";180
7601;76;"Dresden Laibacher Straße";7601;76;"Dresden Laibacher Straße";120
7701;77;"Dresden Großglocknerstraße";7701;77;"Dresden Großglocknerstraße";180
7801;78;"Dresden Friedhof Leuben";7801;78;"Dresden Friedhof Leuben";120
8001;80;"Dresden St.-Benno-Gymnasium";8001;80;"Dresden St.-Benno-Gymnasium";120
8101;81;"Dresden Comeniusplatz";8101;81;"Dresden Comeniusplatz";120
8101;81;"Dresden Comeniusplatz";8103;81;"Dresden Comeniusplatz";180
8101;81;"Dresden Comeniusplatz";8102;81;"Dresden Comeniusplatz";180
8102;81;"Dresden Comeniusplatz";8101;81;"Dresden Comeniusplatz";180
8102;81;"Dresden Comeniusplatz";8103;81;"Dresden Comeniusplatz";240
8102;81;"Dresden Comeniusplatz";8102;81;"Dresden Comeniusplatz";120
8103;81;"Dresden Comeniusplatz";8103;81;"Dresden Comeniusplatz";120
8103;81;"Dresden Comeniusplatz";8102;81;"Dresden Comeniusplatz";240
8103;81;"Dresden Comeniusplatz";8101;81;"Dresden Comeniusplatz";180
8201;82;"Dresden Lipsiusstraße";8202;82;"Dresden Lipsiusstraße";240
8201;82;"Dresden Lipsiusstraße";8201;82;"Dresden Lipsiusstraße";120
8201;82;"Dresden Lipsiusstraße";8203;82;"Dresden Lipsiusstraße";540
8202;82;"Dresden Lipsiusstraße";8201;82;"Dresden Lipsiusstraße";240
8202;82;"Dresden Lipsiusstraße";8203;82;"Dresden Lipsiusstraße";420
8202;82;"Dresden Lipsiusstraße";8202;82;"Dresden Lipsiusstraße";120
8203;82;"Dresden Lipsiusstraße";8201;82;"Dresden Lipsiusstraße";540
8203;82;"Dresden Lipsiusstraße";8203;82;"Dresden Lipsiusstraße";120
8203;82;"Dresden Lipsiusstraße";8202;82;"Dresden Lipsiusstraße";420
8301;83;"Dresden Karcherallee";8301;83;"Dresden Karcherallee";120
8301;83;"Dresden Karcherallee";8302;83;"Dresden Karcherallee";120
8302;83;"Dresden Karcherallee";8302;83;"Dresden Karcherallee";120
8302;83;"Dresden Karcherallee";8301;83;"Dresden Karcherallee";120
8401;84;"Dresden Zwinglistraße";8403;84;"Dresden Zwinglistraße";300
8401;84;"Dresden Zwinglistraße";8401;84;"Dresden Zwinglistraße";120
8401;84;"Dresden Zwinglistraße";8404;84;"Dresden Zwinglistraße";300
8401;84;"Dresden Zwinglistraße";8402;84;"Dresden Zwinglistraße";300
8402;84;"Dresden Zwinglistraße";8403;84;"Dresden Zwinglistraße";600
8402;84;"Dresden Zwinglistraße";8401;84;"Dresden Zwinglistraße";300
8402;84;"Dresden Zwinglistraße";8404;84;"Dresden Zwinglistraße";600
8402;84;"Dresden Zwinglistraße";8402;84;"Dresden Zwinglistraße";120
8403;84;"Dresden Zwinglistraße";8401;84;"Dresden Zwinglistraße";300
8403;84;"Dresden Zwinglistraße";8404;84;"Dresden Zwinglistraße";300
8403;84;"Dresden Zwinglistraße";8402;84;"Dresden Zwinglistraße";600
8403;84;"Dresden Zwinglistraße";8403;84;"Dresden Zwinglistraße";120
8404;84;"Dresden Zwinglistraße";8404;84;"Dresden Zwinglistraße";120
8404;84;"Dresden Zwinglistraße";8402;84;"Dresden Zwinglistraße";600
8404;84;"Dresden Zwinglistraße";8403;84;"Dresden Zwinglistraße";300
8404;84;"Dresden Zwinglistraße";8401;84;"Dresden Zwinglistraße";300
8501;85;"Dresden Liebstädter Straße";8502;85;"Dresden Liebstädter Straße";180
8501;85;"Dresden Liebstädter Straße";8501;85;"Dresden Liebstädter Straße";120
8502;85;"Dresden Liebstädter Straße";8502;85;"Dresden Liebstädter Straße";120
8502;85;"Dresden Liebstädter Straße";8501;85;"Dresden Liebstädter Straße";180
8601;86;"Dresden Rauensteinstraße";8602;86;"Dresden Rauensteinstraße";120
8601;86;"Dresden Rauensteinstraße";8601;86;"Dresden Rauensteinstraße";120
8602;86;"Dresden Rauensteinstraße";8602;86;"Dresden Rauensteinstraße";120
8602;86;"Dresden Rauensteinstraße";8601;86;"Dresden Rauensteinstraße";120
8701;87;"Dresden Rennplatzstraße";8704;87;"Dresden Rennplatzstraße";120
8701;87;"Dresden Rennplatzstraße";8702;87;"Dresden Rennplatzstraße";120
8701;87;"Dresden Rennplatzstraße";8703;87;"Dresden Rennplatzstraße";120
8701;87;"Dresden Rennplatzstraße";8701;87;"Dresden Rennplatzstraße";120
8702;87;"Dresden Rennplatzstraße";8703;87;"Dresden Rennplatzstraße";120
8702;87;"Dresden Rennplatzstraße";8701;87;"Dresden Rennplatzstraße";120
8702;87;"Dresden Rennplatzstraße";8704;87;"Dresden Rennplatzstraße";120
8702;87;"Dresden Rennplatzstraße";8702;87;"Dresden Rennplatzstraße";120
8703;87;"Dresden Rennplatzstraße";8703;87;"Dresden Rennplatzstraße";120
8703;87;"Dresden Rennplatzstraße";8701;87;"Dresden Rennplatzstraße";120
8703;87;"Dresden Rennplatzstraße";8704;87;"Dresden Rennplatzstraße";120
8703;87;"Dresden Rennplatzstraße";8702;87;"Dresden Rennplatzstraße";120
8704;87;"Dresden Rennplatzstraße";8703;87;"Dresden Rennplatzstraße";120
8704;87;"Dresden Rennplatzstraße";8701;87;"Dresden Rennplatzstraße";120
8704;87;"Dresden Rennplatzstraße";8704;87;"Dresden Rennplatzstraße";120
8704;87;"Dresden Rennplatzstraße";8702;87;"Dresden Rennplatzstraße";120
8801;88;"Dresden Marienberger Straße";8803;88;"Dresden Marienberger Straße";120
8801;88;"Dresden Marienberger Straße";8802;88;"Dresden Marienberger Straße";120
8801;88;"Dresden Marienberger Straße";8801;88;"Dresden Marienberger Straße";120
8802;88;"Dresden Marienberger Straße";8802;88;"Dresden Marienberger Straße";120
8802;88;"Dresden Marienberger Straße";8801;88;"Dresden Marienberger Straße";120
8802;88;"Dresden Marienberger Straße";8803;88;"Dresden Marienberger Straße";120
8803;88;"Dresden Marienberger Straße";8802;88;"Dresden Marienberger Straße";120
8803;88;"Dresden Marienberger Straße";8801;88;"Dresden Marienberger Straße";120
8803;88;"Dresden Marienberger Straße";8803;88;"Dresden Marienberger Straße";120
8901;89;"Dresden Prof.-Ricker-Straße";8902;89;"Dresden Prof.-Ricker-Straße";120
8901;89;"Dresden Prof.-Ricker-Straße";8901;89;"Dresden Prof.-Ricker-Straße";120
8902;89;"Dresden Prof.-Ricker-Straße";8902;89;"Dresden Prof.-Ricker-Straße";120
8902;89;"Dresden Prof.-Ricker-Straße";8901;89;"Dresden Prof.-Ricker-Straße";120
9001;90;"Dresden Lassallestraße";9004;90;"Dresden Lassallestraße";120
9001;90;"Dresden Lassallestraße";9002;90;"Dresden Lassallestraße";180
9001;90;"Dresden Lassallestraße";9003;90;"Dresden Lassallestraße";120
9001;90;"Dresden Lassallestraße";9001;90;"Dresden Lassallestraße";120
9002;90;"Dresden Lassallestraße";9002;90;"Dresden Lassallestraße";120
9002;90;"Dresden Lassallestraße";9003;90;"Dresden Lassallestraße";120
9002;90;"Dresden Lassallestraße";9001;90;"Dresden Lassallestraße";180
9002;90;"Dresden Lassallestraße";9004;90;"Dresden Lassallestraße";120
9003;90;"Dresden Lassallestraße";9003;90;"Dresden Lassallestraße";120
9003;90;"Dresden Lassallestraße";9001;90;"Dresden Lassallestraße";120
9003;90;"Dresden Lassallestraße";9004;90;"Dresden Lassallestraße";120
9003;90;"Dresden Lassallestraße";9002;90;"Dresden Lassallestraße";120
9004;90;"Dresden Lassallestraße";9003;90;"Dresden Lassallestraße";120
9004;90;"Dresden Lassallestraße";9001;90;"Dresden Lassallestraße";120
9004;90;"Dresden Lassallestraße";9004;90;"Dresden Lassallestraße";120
9004;90;"Dresden Lassallestraße";9002;90;"Dresden Lassallestraße";120
9101;91;"Dresden Abzweig nach Reick";9102;91;"Dresden Abzweig nach Reick";120
9101;91;"Dresden Abzweig nach Reick";9101;91;"Dresden Abzweig nach Reick";120
9102;91;"Dresden Abzweig nach Reick";9101;91;"Dresden Abzweig nach Reick";120
9102;91;"Dresden Abzweig nach Reick";9102;91;"Dresden Abzweig nach Reick";120
9201;92;"Dresden Rottwerndorfer Straße";9202;92;"Dresden Rottwerndorfer Straße";120
9201;92;"Dresden Rottwerndorfer Straße";9201;92;"Dresden Rottwerndorfer Straße";120
9202;92;"Dresden Rottwerndorfer Straße";9202;92;"Dresden Rottwerndorfer Straße";120
9202;92;"Dresden Rottwerndorfer Straße";9201;92;"Dresden Rottwerndorfer Straße";120
9301;93;"Dresden Altleuben";9301;93;"Dresden Altleuben";120
9401;94;"Dresden Berthold-Haupt-Straße";9402;94;"Dresden Berthold-Haupt-Straße";120
9401;94;"Dresden Berthold-Haupt-Straße";9401;94;"Dresden Berthold-Haupt-Straße";120
9402;94;"Dresden Berthold-Haupt-Straße";9401;94;"Dresden Berthold-Haupt-Straße";120
9402;94;"Dresden Berthold-Haupt-Straße";9402;94;"Dresden Berthold-Haupt-Straße";120
9601;96;"Dresden Guerickestraße";9601;96;"Dresden Guerickestraße";120
9701;97;"Dresden Straße des 17. Juni";9701;97;"Dresden Straße des 17. Juni";120
9801;98;"Dresden Bf Niedersedlitz";9804;98;"Dresden Bf Niedersedlitz";120
9801;98;"Dresden Bf Niedersedlitz";9804;98;"Dresden Bf Niedersedlitz";120
9801;98;"Dresden Bf Niedersedlitz";9801;98;"Dresden Bf Niedersedlitz";300
9802;98;"Dresden Bf Niedersedlitz";9804;98;"Dresden Bf Niedersedlitz";60
9802;98;"Dresden Bf Niedersedlitz";9802;98;"Dresden Bf Niedersedlitz";120
9802;98;"Dresden Bf Niedersedlitz";9803;98;"Dresden Bf Niedersedlitz";180
9803;98;"Dresden Bf Niedersedlitz";9804;98;"Dresden Bf Niedersedlitz";60
9803;98;"Dresden Bf Niedersedlitz";9802;98;"Dresden Bf Niedersedlitz";180
9803;98;"Dresden Bf Niedersedlitz";9803;98;"Dresden Bf Niedersedlitz";120
9804;98;"Dresden Bf Niedersedlitz";9804;98;"Dresden Bf Niedersedlitz";0
9804;98;"Dresden Bf Niedersedlitz";9802;98;"Dresden Bf Niedersedlitz";60
9804;98;"Dresden Bf Niedersedlitz";9801;98;"Dresden Bf Niedersedlitz";120
9804;98;"Dresden Bf Niedersedlitz";9801;98;"Dresden Bf Niedersedlitz";120
9804;98;"Dresden Bf Niedersedlitz";9803;98;"Dresden Bf Niedersedlitz";60
9901;99;"Dresden Heckenweg";9901;99;"Dresden Heckenweg";120
10001;100;"Dresden Meußlitzer Straße";10002;100;"Dresden Meußlitzer Straße";120
10001;100;"Dresden Meußlitzer Straße";10001;100;"Dresden Meußlitzer Straße";120
10001;100;"Dresden Meußlitzer Straße";10003;100;"Dresden Meußlitzer Straße";120
10002;100;"Dresden Meußlitzer Straße";10002;100;"Dresden Meußlitzer Straße";120
10002;100;"Dresden Meußlitzer Straße";10001;100;"Dresden Meußlitzer Straße";120
10002;100;"Dresden Meußlitzer Straße";10003;100;"Dresden Meußlitzer Straße";120
10003;100;"Dresden Meußlitzer Straße";10002;100;"Dresden Meußlitzer Straße";120
10003;100;"Dresden Meußlitzer Straße";10001;100;"Dresden Meußlitzer Straße";120
10003;100;"Dresden Meußlitzer Straße";10003;100;"Dresden Meußlitzer Straße";120
10101;101;"Dresden Freystraße";10101;101;"Dresden Freystraße";120
10101;101;"Dresden Freystraße";10102;101;"Dresden Freystraße";120
10102;101;"Dresden Freystraße";10101;101;"Dresden Freystraße";120
10102;101;"Dresden Freystraße";10102;101;"Dresden Freystraße";120
10301;103;"Dresden Försterlingstraße";10301;103;"Dresden Försterlingstraße";120
11101;111;"Dresden Lennéplatz";11102;111;"Dresden Lennéplatz";180
11101;111;"Dresden Lennéplatz";11101;111;"Dresden Lennéplatz";120
11102;111;"Dresden Lennéplatz";11102;111;"Dresden Lennéplatz";120
11102;111;"Dresden Lennéplatz";11101;111;"Dresden Lennéplatz";180
11201;112;"Dresden Zoo";11202;112;"Dresden Zoo";360
11201;112;"Dresden Zoo";11201;112;"Dresden Zoo";120
11202;112;"Dresden Zoo";11201;112;"Dresden Zoo";360
